Entry,Exit,A,AB,B,BC,C,CD,D,DE,E,Days,Inverted,PerfMean,PerfStd,EntryLoad,ExitLoad,EntryDemand,ExitDemand,Distance
2024-01-31,2024-02-02,0,0,0,0,0,0,2,0,0,2,1,2.0,0.0,2,0,2,0,0.0
2024-02-02,2024-02-13,0,0,0,0,0,2,0,0,0,11,1,10.5,1.0606601717798212,0,0,0,0,6698.14
2024-02-13,2024-02-14,0,0,0,0,2,0,0,0,0,1,1,1.0,0.0,0,0,0,0,0.0
2024-02-14,2024-02-14,0,0,0,2,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,9.42
2024-02-14,2024-02-19,0,0,2,0,0,0,0,0,0,5,1,5.0,0.0,0,0,0,0,0.0
2024-02-19,2024-02-19,0,1,0,0,0,0,0,0,0,0,1,119.89285714285714,100.92866621166311,0,0,0,0,9.7
2024-03-05,2024-03-05,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2,6,6,9.7
2024-03-05,2024-03-10,0,0,4,0,0,0,0,0,0,5,0,5.0,0.0,2,2,6,6,0.0
2024-03-10,2024-03-10,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,2,2,6,6,9.42
2024-03-10,2024-03-11,0,0,0,0,4,0,0,0,0,1,0,1.0,0.0,2,2,6,6,0.0
2024-03-11,2024-03-21,0,0,0,0,0,4,0,0,0,10,0,10.375,0.5994789404140899,2,2,6,6,6698.14
2024-03-21,2024-03-23,0,0,0,0,0,0,4,0,0,2,0,2.0,0.0,2,2,6,6,0.0
2024-03-23,2024-03-23,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,2,2,6,6,15.06
2024-03-23,2024-04-07,0,0,0,0,0,0,0,0,4,15,0,15.9375,3.6309218870694533,2,0,6,0,0.0
2024-04-07,2024-04-07,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0,0,0,0,15.06
2024-04-07,2024-04-09,0,0,0,0,0,0,4,0,0,2,1,2.0,0.0,0,0,0,0,0.0
2024-04-09,2024-04-19,0,0,0,0,0,4,0,0,0,10,1,10.5,1.0606601717798212,0,0,0,0,6698.14
2024-04-19,2024-04-20,0,0,0,0,4,0,0,0,0,1,1,1.0,0.0,0,0,0,0,0.0
2024-04-20,2024-04-20,0,0,0,4,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,9.42
2024-04-20,2024-04-25,0,0,4,0,0,0,0,0,0,5,1,5.0,0.0,0,0,0,0,0.0
